time,symbol,price,day_volume
2022-10-19 23:37:01+00,AAPL,143,
2022-10-19 23:37:01+00,TSLA,210.18,
2022-10-19 23:37:01+00,AMZN,114,
2022-10-19 23:36:59+00,NFLX,270.355,
2022-10-19 23:36:59+00,TSLA,210.12,
2022-10-19 23:36:57+00,AMD,56.725,
2022-10-19 23:36:50+00,TSLA,210.05,
2022-10-19 23:36:50+00,INTC,25.89,
2022-10-19 23:36:50+00,INTC,25.89,
2022-10-19 23:36:49+00,NKE,88.56,
2022-10-19 23:36:48+00,AAPL,143,
2022-10-19 23:36:47+00,AMD,56.74,
2022-10-19 23:36:46+00,NFLX,270.355,
2022-10-19 23:36:46+00,AMZN,114,
2022-10-19 23:36:45+00,NFLX,270.21,
2022-10-19 23:36:45+00,TSLA,210.1,
2022-10-19 23:36:45+00,MSFT,234.57,
2022-10-19 23:36:44+00,TSLA,210.06,
2022-10-19 23:36:44+00,NFLX,270.4,
2022-10-19 23:36:42+00,AMZN,114.08,
2022-10-19 23:36:41+00,AMD,56.74,
2022-10-19 23:36:40+00,NKE,88.56,
2022-10-19 23:36:40+00,NVDA,119.25,
2022-10-19 23:36:39+00,AAPL,143,
2022-10-19 23:36:38+00,AMD,56.725,
2022-10-19 23:36:36+00,TSLA,210.085,
2022-10-19 23:36:35+00,AMZN,114,
2022-10-19 23:36:34+00,TSLA,210.09,
2022-10-19 23:36:31+00,MSFT,234.7,
2022-10-19 23:36:30+00,MS,77.2,
2022-10-19 23:36:30+00,AMD,56.745,
2022-10-19 23:36:29+00,NFLX,270.5,
2022-10-19 23:36:27+00,TSLA,210.15,
2022-10-19 23:36:26+00,AMZN,114,
2022-10-19 23:36:25+00,AAPL,142.955,
2022-10-19 23:36:25+00,PFE,43.15,
2022-10-19 23:36:25+00,TSLA,210.15,
2022-10-19 23:36:23+00,TSLA,210.09,
2022-10-19 23:36:23+00,AMZN,113.93,
2022-10-19 23:36:19+00,AAPL,142.955,
2022-10-19 23:36:18+00,AMD,56.75,
2022-10-19 23:36:17+00,SNAP,10.88,
2022-10-19 23:36:17+00,SNAP,10.88,
2022-10-19 23:36:16+00,TSLA,210.1,
2022-10-19 23:36:12+00,NFLX,270.455,
2022-10-19 23:36:11+00,AMD,56.76,
2022-10-19 23:36:09+00,TSLA,210.15,
2022-10-19 23:36:09+00,AMAT,76.55,
2022-10-19 23:36:09+00,AMAT,76.55,
2022-10-19 23:36:09+00,AMAT,76.55,
2022-10-19 23:36:09+00,AMAT,76.55,
2022-10-19 23:36:09+00,AMAT,76.55,
2022-10-19 23:36:08+00,AMZN,114.005,
2022-10-19 23:36:08+00,INTC,25.9,
2022-10-19 23:36:01+00,NKE,88.56,
2022-10-19 23:36:01+00,TSLA,210.18,
2022-10-19 23:36:00+00,DIS,98.54,
2022-10-19 23:36:00+00,AMZN,114.005,
2022-10-19 23:36:00+00,CVX,168.8,
2022-10-19 23:35:58+00,KO,55.96,
2022-10-19 23:35:58+00,NFLX,270.455,
2022-10-19 23:35:54+00,TSLA,210.24,
2022-10-19 23:35:53+00,AMZN,113.99,
2022-10-19 23:35:52+00,NKE,88.56,
2022-10-19 23:35:52+00,ZM,75.5,
2022-10-19 23:35:49+00,BAC,33.85,
2022-10-19 23:35:49+00,BAC,33.85,
2022-10-19 23:35:49+00,BAC,33.85,
2022-10-19 23:35:47+00,TSLA,210.2,
2022-10-19 23:35:46+00,XOM,104.32,
2022-10-19 23:35:43+00,AMZN,114.01,
2022-10-19 23:35:43+00,PG,129.55,
2022-10-19 23:35:38+00,TSLA,210.23,
2022-10-19 23:35:38+00,AAPL,142.97,
2022-10-19 23:35:36+00,AMZN,114.08,
2022-10-19 23:35:32+00,NFLX,270.25,
2022-10-19 23:35:30+00,GE,70.31,
2022-10-19 23:35:30+00,GE,70.31,
2022-10-19 23:35:29+00,TSLA,210.2,
2022-10-19 23:35:26+00,TSLA,210.23,
2022-10-19 23:35:25+00,AMZN,113.95,
2022-10-19 23:35:24+00,NFLX,270.5,
2022-10-19 23:35:24+00,UBER,27.35,
2022-10-19 23:35:23+00,INTC,25.9,
2022-10-19 23:35:20+00,TSLA,210.2,
2022-10-19 23:35:18+00,AMD,56.74,
2022-10-19 23:35:17+00,AMZN,114,
2022-10-19 23:35:16+00,V,186.37,
2022-10-19 23:35:15+00,NFLX,270.445,
2022-10-19 23:35:12+00,INTC,25.9,
2022-10-19 23:35:11+00,NVDA,119.25,
2022-10-19 23:35:11+00,AMZN,114.01,
2022-10-19 23:35:11+00,T,15.71,
2022-10-19 23:35:11+00,T,15.71,
2022-10-19 23:35:11+00,T,15.71,
2022-10-19 23:35:08+00,TSLA,210.23,
2022-10-19 23:35:08+00,SQ,53.56,
2022-10-19 23:35:07+00,AAPL,142.99,
2022-10-19 23:35:05+00,AMZN,113.985,
2022-10-19 23:35:05+00,NFLX,270.445,
2022-10-19 23:35:04+00,NFLX,270.5,
2022-10-19 23:35:04+00,ZM,77,
2022-10-19 23:35:03+00,NVDA,119.2,
2022-10-19 23:35:02+00,TSLA,210.26,
2022-10-19 23:35:01+00,BMY,71.32,
2022-10-19 23:35:01+00,BMY,71.32,
2022-10-19 23:35:01+00,BMY,71.32,
2022-10-19 23:35:00+00,AAPL,142.99,
2022-10-19 23:35:00+00,V,186.37,
2022-10-19 23:34:59+00,SNAP,10.88,
2022-10-19 23:34:56+00,QCOM,111.8,
2022-10-19 23:34:56+00,QCOM,111.8,
2022-10-19 23:34:56+00,QCOM,111.8,
2022-10-19 23:34:56+00,QCOM,111.8,
2022-10-19 23:34:56+00,QCOM,111.8,
2022-10-19 23:34:55+00,TSLA,210.25,
2022-10-19 23:34:54+00,NFLX,270.5,
2022-10-19 23:34:49+00,AMZN,114.025,
2022-10-19 23:34:46+00,TSLA,210.29,
2022-10-19 23:34:42+00,AAPL,142.95,
2022-10-19 23:34:40+00,AAPL,142.99,
2022-10-19 23:34:39+00,NFLX,270.445,
2022-10-19 23:34:39+00,INTC,25.93,
2022-10-19 23:34:37+00,TSLA,210.275,
2022-10-19 23:34:35+00,AMD,56.76,
2022-10-19 23:34:35+00,AMZN,114.05,
2022-10-19 23:34:35+00,V,186.37,
2022-10-19 23:34:31+00,AAPL,142.945,
2022-10-19 23:34:29+00,TSLA,210.28,
2022-10-19 23:34:28+00,NVDA,119.3,
2022-10-19 23:34:28+00,INTC,25.93,
2022-10-19 23:34:28+00,AMAT,77.17,
2022-10-19 23:34:27+00,QCOM,112.19,
2022-10-19 23:34:23+00,XOM,104.29,
2022-10-19 23:34:22+00,AAPL,143,
2022-10-19 23:34:22+00,TSLA,210.28,
2022-10-19 23:34:22+00,AMZN,114.05,
2022-10-19 23:34:16+00,NKE,88.56,
2022-10-19 23:34:13+00,SNAP,10.89,
2022-10-19 23:34:13+00,TSLA,210.25,
2022-10-19 23:34:13+00,AAPL,142.98,
2022-10-19 23:34:13+00,SNAP,10.89,
2022-10-19 23:34:13+00,SNAP,10.89,
2022-10-19 23:34:11+00,AMZN,114.05,
2022-10-19 23:34:10+00,BA,137.75,
2022-10-19 23:34:08+00,SNAP,10.89,
2022-10-19 23:34:06+00,JNJ,164.69,
2022-10-19 23:34:03+00,GOOG,100.225,
2022-10-19 23:34:03+00,AMD,56.77,
2022-10-19 23:34:03+00,AAPL,142.95,
2022-10-19 23:34:02+00,TSLA,210.275,
2022-10-19 23:34:01+00,SNAP,10.89,
2022-10-19 23:34:01+00,AAPL,142.9982,
2022-10-19 23:34:01+00,AMZN,114.05,
2022-10-19 23:34:01+00,NFLX,270.5,
2022-10-19 23:34:00+00,MU,52.58,
2022-10-19 23:33:57+00,TSLA,210.3,
2022-10-19 23:33:56+00,NKE,88.3,
2022-10-19 23:33:54+00,GOOG,100.24,
2022-10-19 23:33:54+00,V,186.37,
2022-10-19 23:33:52+00,AAPL,142.9,
2022-10-19 23:33:51+00,SNAP,10.88,
2022-10-19 23:33:51+00,BA,137.9,
2022-10-19 23:33:49+00,TSLA,210.25,
2022-10-19 23:33:48+00,PYPL,84.3,
2022-10-19 23:33:48+00,PYPL,84.3,
2022-10-19 23:33:48+00,PYPL,84.3,
2022-10-19 23:33:48+00,PYPL,84.3,
2022-10-19 23:33:47+00,NKE,88.56,
2022-10-19 23:33:46+00,PG,129.55,
2022-10-19 23:33:46+00,NFLX,270.5,
2022-10-19 23:33:46+00,AAPL,143.025,
2022-10-19 23:33:41+00,IBM,126.79,
2022-10-19 23:33:41+00,TSLA,210.28,
2022-10-19 23:33:41+00,IBM,126.79,
2022-10-19 23:33:41+00,IBM,126.79,
2022-10-19 23:33:39+00,AMD,56.74,
2022-10-19 23:33:37+00,AMZN,114.05,
2022-10-19 23:33:37+00,GOOG,100.205,
2022-10-19 23:33:33+00,V,186.37,
2022-10-19 23:33:31+00,VZ,36.58,
2022-10-19 23:33:30+00,AMD,56.76,
2022-10-19 23:33:28+00,AAPL,143,
2022-10-19 23:33:28+00,TSLA,210.3,
2022-10-19 23:33:26+00,NKE,88.56,
2022-10-19 23:33:26+00,TSLA,210.3,
2022-10-19 23:33:26+00,MSFT,234.75,
2022-10-19 23:33:23+00,QCOM,111.88,
2022-10-19 23:33:22+00,AMZN,114.03,
2022-10-19 23:33:21+00,AAPL,143,
2022-10-19 23:33:20+00,TSLA,210.3,
2022-10-19 23:33:20+00,AMZN,114.05,
2022-10-19 23:33:15+00,NKE,88.56,
2022-10-19 23:33:13+00,AMZN,114.05,
2022-10-19 23:33:13+00,AMD,56.78,
2022-10-19 23:33:11+00,TSLA,210.365,
2022-10-19 23:33:10+00,NKE,88.56,
2022-10-19 23:33:10+00,INTC,25.93,
2022-10-19 23:33:06+00,AAPL,143,
2022-10-19 23:33:05+00,PG,129.38,
2022-10-19 23:33:05+00,TSLA,210.39,
2022-10-19 23:33:04+00,AMD,56.74,
2022-10-19 23:32:58+00,TSLA,210.34,
2022-10-19 23:32:54+00,NVDA,119.27,
2022-10-19 23:32:53+00,AAPL,143.01,
2022-10-19 23:32:52+00,SQ,53.74,
2022-10-19 23:32:52+00,CVX,168.84,
2022-10-19 23:32:51+00,NKE,88.56,
2022-10-19 23:32:50+00,AAPL,143.01,
2022-10-19 23:32:48+00,AMZN,114.05,
2022-10-19 23:32:46+00,VZ,36.58,
2022-10-19 23:32:43+00,NKE,88.56,
2022-10-19 23:32:43+00,V,186.34,
2022-10-19 23:32:42+00,AMZN,114.025,
2022-10-19 23:32:42+00,NVDA,119.28,
2022-10-19 23:32:42+00,TSLA,210.32,
2022-10-19 23:32:40+00,TSLA,210.35,
2022-10-19 23:32:37+00,NVDA,119.28,
2022-10-19 23:32:32+00,TSLA,210.29,
2022-10-19 23:32:29+00,NVDA,119.28,
2022-10-19 23:32:28+00,MMM,113.77,
2022-10-19 23:32:28+00,MMM,113.77,
2022-10-19 23:32:27+00,TSLA,210.29,
2022-10-19 23:32:27+00,NFLX,270.54,
2022-10-19 23:32:27+00,INTC,25.96,
2022-10-19 23:32:23+00,XOM,104.29,
2022-10-19 23:32:19+00,AAPL,143.03,
2022-10-19 23:32:18+00,DIS,98.7,
2022-10-19 23:32:18+00,TSLA,210.305,
2022-10-19 23:32:15+00,IBM,126.79,
2022-10-19 23:32:13+00,T,15.7,
2022-10-19 23:32:12+00,TSLA,210.3,
2022-10-19 23:32:11+00,XOM,104.2,
2022-10-19 23:32:09+00,VZ,36.58,
2022-10-19 23:32:09+00,NFLX,270.4,
2022-10-19 23:32:09+00,AAPL,143,
2022-10-19 23:32:08+00,AMZN,114.05,
2022-10-19 23:32:07+00,AMD,56.78,
2022-10-19 23:32:04+00,TSLA,210.27,
2022-10-19 23:32:02+00,MMM,114.2,
2022-10-19 23:31:58+00,NKE,88.56,
2022-10-19 23:31:58+00,NVDA,119.28,
2022-10-19 23:31:56+00,AMZN,114.05,
2022-10-19 23:31:53+00,TSLA,210.23,
2022-10-19 23:31:49+00,AAPL,143.06,
2022-10-19 23:31:48+00,TSLA,210.4,
2022-10-19 23:31:47+00,QCOM,111.88,
2022-10-19 23:31:46+00,PG,129.56,
2022-10-19 23:31:46+00,NFLX,270.69,
2022-10-19 23:31:44+00,QCOM,111.88,
2022-10-19 23:31:43+00,T,15.72,
2022-10-19 23:31:43+00,V,186.39,
2022-10-19 23:31:42+00,AMD,56.82,
2022-10-19 23:31:40+00,TSLA,210.4,
2022-10-19 23:31:39+00,NFLX,270.19,
2022-10-19 23:31:33+00,NKE,88.56,
2022-10-19 23:31:32+00,AMZN,114.055,
2022-10-19 23:31:32+00,NFLX,270.44,
2022-10-19 23:31:31+00,TSLA,210.34,
2022-10-19 23:31:29+00,T,15.7,
2022-10-19 23:31:29+00,NFLX,270.44,
2022-10-19 23:31:27+00,TSLA,210.35,
2022-10-19 23:31:27+00,AAPL,143.005,
2022-10-19 23:31:26+00,TSLA,210.35,
2022-10-19 23:31:25+00,INTC,25.9,
2022-10-19 23:31:25+00,INTC,25.9,
2022-10-19 23:31:21+00,TSLA,210.335,
2022-10-19 23:31:21+00,AAPL,143,
2022-10-19 23:31:21+00,AAPL,143,
2022-10-19 23:31:18+00,AAPL,142.995,
2022-10-19 23:31:18+00,AMZN,114.1,
2022-10-19 23:31:18+00,AMZN,114.1,
2022-10-19 23:31:16+00,GOOG,100.165,
2022-10-19 23:31:16+00,GOOG,100.165,
2022-10-19 23:31:14+00,AMD,56.82,
2022-10-19 23:31:14+00,TSLA,210.35,
2022-10-19 23:31:14+00,AMD,56.82,
2022-10-19 23:31:13+00,CVX,168.4,
2022-10-19 23:31:07+00,TSLA,210.35,
2022-10-19 23:31:06+00,PG,129.56,
2022-10-19 23:31:06+00,NFLX,270.44,
2022-10-19 23:31:06+00,AAPL,142.995,
2022-10-19 23:31:06+00,NFLX,270.44,
2022-10-19 23:31:03+00,GOOG,100.2,
2022-10-19 23:31:01+00,AMZN,114.025,
2022-10-19 23:30:58+00,NFLX,270.44,
2022-10-19 23:30:58+00,TSLA,210.35,
2022-10-19 23:30:55+00,NVDA,119.28,
2022-10-19 23:30:55+00,NVDA,119.28,
2022-10-19 23:30:55+00,NVDA,119.28,
2022-10-19 23:30:52+00,TSLA,210.4,
2022-10-19 23:30:52+00,CAT,184.35,
2022-10-19 23:30:51+00,AMD,56.77,
2022-10-19 23:30:51+00,AMD,56.77,
2022-10-19 23:30:50+00,AAPL,142.98,
2022-10-19 23:30:50+00,AAPL,142.98,
2022-10-19 23:30:50+00,AAPL,142.98,
2022-10-19 23:30:47+00,AAPL,142.995,
2022-10-19 23:30:44+00,TSLA,210.31,
2022-10-19 23:30:41+00,IBM,126.5,
2022-10-19 23:30:40+00,TSLA,210.26,
2022-10-19 23:30:39+00,CSCO,41.66,
2022-10-19 23:30:39+00,AMZN,114.045,
2022-10-19 23:30:39+00,AMZN,114.045,
2022-10-19 23:30:39+00,CSCO,41.66,
2022-10-19 23:30:39+00,CSCO,41.66,
2022-10-19 23:30:39+00,CSCO,41.66,
2022-10-19 23:30:39+00,CSCO,41.66,
2022-10-19 23:30:38+00,IBM,126.5,
2022-10-19 23:30:34+00,NFLX,270.35,
2022-10-19 23:30:34+00,NVDA,119.28,
2022-10-19 23:30:34+00,MU,52.58,
2022-10-19 23:30:34+00,AMD,56.75,
2022-10-19 23:30:34+00,MU,52.58,
2022-10-19 23:30:34+00,MU,52.58,
2022-10-19 23:30:31+00,NFLX,270.7,
2022-10-19 23:30:31+00,AMD,56.78,
2022-10-19 23:30:31+00,AAPL,143.015,
2022-10-19 23:30:29+00,TSLA,210.4,
2022-10-19 23:30:26+00,AAPL,143.015,
2022-10-19 23:30:24+00,SNAP,10.89,
2022-10-19 23:30:24+00,AMZN,114.01,
2022-10-19 23:30:24+00,SNAP,10.89,
2022-10-19 23:30:24+00,SNAP,10.89,
2022-10-19 23:30:24+00,SNAP,10.89,
2022-10-19 23:30:24+00,SNAP,10.89,
2022-10-19 23:30:24+00,SNAP,10.89,
2022-10-19 23:30:22+00,CVX,168.27,
2022-10-19 23:30:22+00,BAC,33.88,
2022-10-19 23:30:22+00,CVX,168.27,
2022-10-19 23:30:21+00,TSLA,210.25,
2022-10-19 23:30:19+00,NFLX,270.525,
2022-10-19 23:30:18+00,AMZN,114.01,
2022-10-19 23:30:16+00,AAPL,143,
2022-10-19 23:30:16+00,AMD,56.8,
2022-10-19 23:30:13+00,TSLA,210.27,
2022-10-19 23:30:12+00,NFLX,270.525,
2022-10-19 23:30:12+00,NVDA,119.33,
2022-10-19 23:30:10+00,SQ,53.56,
2022-10-19 23:30:07+00,TSLA,210.275,
2022-10-19 23:30:04+00,XOM,104.2,
2022-10-19 23:30:03+00,AMZN,114.055,
2022-10-19 23:30:00+00,TSLA,210.3,
2022-10-19 23:29:59+00,AMAT,77.2,
2022-10-19 23:29:59+00,AMAT,77.2,
2022-10-19 23:29:59+00,AMAT,77.2,
2022-10-19 23:29:55+00,NVDA,119.33,
2022-10-19 23:29:53+00,AAPL,143.06,
2022-10-19 23:29:53+00,MRK,93.2,
2022-10-19 23:29:53+00,MRK,93.2,
2022-10-19 23:29:52+00,GOOG,100.2,
2022-10-19 23:29:51+00,TSLA,210.3,
2022-10-19 23:29:47+00,TSLA,210.25,
2022-10-19 23:29:47+00,UBER,27.35,
2022-10-19 23:29:46+00,TSLA,210.2501,
2022-10-19 23:29:45+00,NFLX,270.525,
2022-10-19 23:29:44+00,TSLA,210.315,
2022-10-19 23:29:43+00,AMZN,114.01,
2022-10-19 23:29:38+00,TSLA,210.3,
2022-10-19 23:29:38+00,AAPL,143.05,
2022-10-19 23:29:37+00,AMZN,114.1,
2022-10-19 23:29:35+00,NVDA,119.33,
2022-10-19 23:29:34+00,SNAP,10.9,
2022-10-19 23:29:32+00,SQ,53.74,
2022-10-19 23:29:30+00,AMAT,77.2,
2022-10-19 23:29:29+00,TSLA,210.31,
2022-10-19 23:29:25+00,NVDA,119.485,
2022-10-19 23:29:23+00,GOOG,100.16,
2022-10-19 23:29:23+00,AMAT,77.2,
2022-10-19 23:29:22+00,TSLA,210.32,
2022-10-19 23:29:21+00,NVDA,119.33,
2022-10-19 23:29:19+00,DIS,98.7,
2022-10-19 23:29:16+00,SQ,53.75,
2022-10-19 23:29:13+00,TSLA,210.36,
2022-10-19 23:29:12+00,IBM,126.5,
2022-10-19 23:29:12+00,AMZN,114.11,
2022-10-19 23:29:09+00,AMAT,77.2,
2022-10-19 23:29:07+00,TSLA,210.34,
2022-10-19 23:29:05+00,AMAT,77.2,
2022-10-19 23:29:03+00,AAPL,143.07,
2022-10-19 23:29:02+00,NFLX,270.525,
2022-10-19 23:28:57+00,AMD,56.82,
2022-10-19 23:28:57+00,TSLA,210.39,
2022-10-19 23:28:56+00,AMZN,114.14,
2022-10-19 23:28:52+00,TSLA,210.41,
2022-10-19 23:28:50+00,MSFT,234.9,
2022-10-19 23:28:50+00,NVDA,119.4,
2022-10-19 23:28:50+00,MSFT,234.9,
2022-10-19 23:28:50+00,MSFT,234.9,
2022-10-19 23:28:47+00,NKE,88.56,
2022-10-19 23:28:47+00,MSFT,234.9,
2022-10-19 23:28:47+00,AMZN,114.125,
2022-10-19 23:28:47+00,AAPL,143.05,
2022-10-19 23:28:46+00,TSLA,210.43,
2022-10-19 23:28:45+00,GOOG,100.19,
2022-10-19 23:28:42+00,TSLA,210.45,
2022-10-19 23:28:40+00,TSLA,210.43,
2022-10-19 23:28:38+00,AMZN,114.125,
2022-10-19 23:28:37+00,AAPL,143.05,
2022-10-19 23:28:35+00,AAPL,143.03,
2022-10-19 23:28:35+00,NFLX,270.525,
2022-10-19 23:28:31+00,BAC,33.85,
2022-10-19 23:28:30+00,NKE,88.56,
2022-10-19 23:28:30+00,TSLA,210.42,
2022-10-19 23:28:27+00,AAPL,143.05,
2022-10-19 23:28:23+00,TSLA,210.43,
2022-10-19 23:28:19+00,AAPL,143.06,
2022-10-19 23:28:18+00,NKE,88.56,
2022-10-19 23:28:17+00,GOOG,100.23,
2022-10-19 23:28:15+00,TSLA,210.44,
2022-10-19 23:28:14+00,AMAT,76.26,
2022-10-19 23:28:13+00,AAPL,143.05,
2022-10-19 23:28:13+00,AMD,56.88,
2022-10-19 23:28:11+00,SQ,53.75,
2022-10-19 23:28:11+00,SQ,53.75,
2022-10-19 23:28:09+00,T,16.09,
2022-10-19 23:28:08+00,TSLA,210.45,
2022-10-19 23:28:07+00,NFLX,270.54,
2022-10-19 23:28:07+00,AAPL,143.04,
2022-10-19 23:28:05+00,AMZN,114.14,
2022-10-19 23:28:03+00,NKE,88.57,
2022-10-19 23:28:03+00,T,15.65,
2022-10-19 23:28:03+00,GOOG,100.2,
2022-10-19 23:28:00+00,TSLA,210.42,
2022-10-19 23:28:00+00,AAPL,143.07,
2022-10-19 23:28:00+00,AMD,56.88,
2022-10-19 23:27:58+00,ABNB,116.5,
2022-10-19 23:27:58+00,ABNB,116.5,
2022-10-19 23:27:58+00,ABNB,116.5,
2022-10-19 23:27:58+00,ABNB,116.5,
2022-10-19 23:27:58+00,ABNB,116.5,
2022-10-19 23:27:57+00,CVX,168.27,
2022-10-19 23:27:57+00,AMD,56.85,
2022-10-19 23:27:54+00,AAPL,143.04,
2022-10-19 23:27:52+00,SQ,53.75,
2022-10-19 23:27:52+00,ZM,77,
2022-10-19 23:27:52+00,ZM,77,
2022-10-19 23:27:52+00,ZM,77,
2022-10-19 23:27:50+00,TSLA,210.455,
2022-10-19 23:27:50+00,USB,41.26,
2022-10-19 23:27:49+00,NKE,88.57,
2022-10-19 23:27:47+00,AAPL,143.04,
2022-10-19 23:27:46+00,TSLA,210.45,
2022-10-19 23:27:44+00,AAPL,143.055,
2022-10-19 23:27:44+00,AMZN,114.13,
2022-10-19 23:27:39+00,TSLA,210.5,
2022-10-19 23:27:35+00,T,15.65,
2022-10-19 23:27:33+00,AAPL,143.045,
2022-10-19 23:27:33+00,NFLX,270.7,
2022-10-19 23:27:30+00,NKE,88.57,
2022-10-19 23:27:30+00,TSLA,210.455,
2022-10-19 23:27:29+00,AMZN,114.11,
2022-10-19 23:27:27+00,AAPL,143.06,
2022-10-19 23:27:25+00,AAPL,143.045,
2022-10-19 23:27:21+00,TSLA,210.45,
2022-10-19 23:27:21+00,AMZN,114.11,
2022-10-19 23:27:19+00,INTC,25.9,
2022-10-19 23:27:19+00,INTC,25.9,
2022-10-19 23:27:17+00,AAPL,143,
2022-10-19 23:27:15+00,TSLA,210.45,
2022-10-19 23:27:12+00,GE,70.08,
2022-10-19 23:27:12+00,GE,70.08,
2022-10-19 23:27:12+00,GE,70.08,
2022-10-19 23:27:12+00,GE,70.08,
2022-10-19 23:27:11+00,NFLX,270.635,
2022-10-19 23:27:10+00,AMD,56.85,
2022-10-19 23:27:09+00,TSLA,210.455,
2022-10-19 23:27:04+00,BA,137.75,
2022-10-19 23:27:04+00,BA,137.75,
2022-10-19 23:27:03+00,SNAP,10.91,
2022-10-19 23:27:03+00,TSLA,210.4,
2022-10-19 23:27:01+00,AMD,56.85,
2022-10-19 23:26:55+00,NFLX,270.635,
2022-10-19 23:26:55+00,TSLA,210.43,
2022-10-19 23:26:55+00,NVDA,119.66,
2022-10-19 23:26:54+00,AMD,56.875,
2022-10-19 23:26:53+00,SNAP,10.93,
2022-10-19 23:26:53+00,QCOM,111.88,
2022-10-19 23:26:53+00,QCOM,111.88,
2022-10-19 23:26:53+00,QCOM,111.88,
2022-10-19 23:26:48+00,TSLA,210.43,
2022-10-19 23:26:46+00,TSLA,210.46,
2022-10-19 23:26:46+00,AAPL,143,
2022-10-19 23:26:44+00,TSLA,210.42,
2022-10-19 23:26:42+00,NVDA,119.51,
2022-10-19 23:26:40+00,CRM,152.04,
2022-10-19 23:26:40+00,CRM,152.04,
2022-10-19 23:26:36+00,AMZN,114.155,
2022-10-19 23:26:34+00,BAC,33.85,
2022-10-19 23:26:32+00,AAPL,143.015,
2022-10-19 23:26:32+00,TSLA,210.455,
2022-10-19 23:26:29+00,TSLA,210.475,
2022-10-19 23:26:25+00,AMZN,114.2,
2022-10-19 23:26:22+00,GOOG,100.25,
2022-10-19 23:26:19+00,TSLA,210.4,
2022-10-19 23:26:19+00,AMZN,114.15,
2022-10-19 23:26:14+00,AMD,56.81,
2022-10-19 23:26:14+00,NVDA,119.51,
2022-10-19 23:26:12+00,TSLA,210.52,
2022-10-19 23:26:11+00,AAPL,142.97,
2022-10-19 23:26:06+00,NVDA,119.52,
2022-10-19 23:26:05+00,T,15.66,
2022-10-19 23:26:04+00,AMD,56.85,
2022-10-19 23:26:03+00,TSLA,210.5,
2022-10-19 23:25:59+00,TSLA,210.62,
2022-10-19 23:25:59+00,AAPL,143.07,
2022-10-19 23:25:55+00,NFLX,270.635,
2022-10-19 23:25:54+00,NVDA,119.52,
2022-10-19 23:25:54+00,AMZN,114.15,
2022-10-19 23:25:53+00,C,43.18,
2022-10-19 23:25:49+00,TSLA,210.585,
2022-10-19 23:25:46+00,TSLA,210.6,
2022-10-19 23:25:45+00,C,43,
2022-10-19 23:25:45+00,C,43,
2022-10-19 23:25:39+00,TSLA,210.58,
2022-10-19 23:25:36+00,AAPL,143.07,
2022-10-19 23:25:33+00,NVDA,119.52,
2022-10-19 23:25:32+00,AMZN,114.15,
2022-10-19 23:25:31+00,TSLA,210.6,
2022-10-19 23:25:29+00,IBM,126.6,
2022-10-19 23:25:29+00,INTC,25.9,
2022-10-19 23:25:27+00,CRM,152.03,
2022-10-19 23:25:27+00,CRM,152.03,
2022-10-19 23:25:26+00,AAPL,143.07,
2022-10-19 23:25:25+00,AMZN,114.1,
2022-10-19 23:25:23+00,TSLA,210.59,
2022-10-19 23:25:22+00,JPM,116.25,
2022-10-19 23:25:22+00,GM,33.57,
2022-10-19 23:25:18+00,NFLX,270.54,
2022-10-19 23:25:14+00,TSLA,210.65,
2022-10-19 23:25:10+00,GOOG,100.15,
2022-10-19 23:25:09+00,TSLA,210.45,
2022-10-19 23:25:08+00,NVDA,119.52,
2022-10-19 23:25:03+00,WFC,43.61,
2022-10-19 23:25:00+00,AAPL,143.07,
2022-10-19 23:24:58+00,AMD,56.83,
2022-10-19 23:24:58+00,TSLA,210.55,
2022-10-19 23:24:56+00,AMZN,114.145,
2022-10-19 23:24:56+00,INTC,25.97,
2022-10-19 23:24:53+00,NVDA,119.6,
2022-10-19 23:24:52+00,AMAT,76.26,
2022-10-19 23:24:51+00,NFLX,270.64,
2022-10-19 23:24:50+00,AMZN,114.17,
2022-10-19 23:24:49+00,TSLA,210.55,
2022-10-19 23:24:47+00,TSLA,210.49,
2022-10-19 23:24:44+00,T,15.66,
2022-10-19 23:24:44+00,TSLA,210.49,
2022-10-19 23:24:44+00,AMZN,114.1,
2022-10-19 23:24:41+00,DIS,98.54,
2022-10-19 23:24:41+00,NFLX,270.615,
2022-10-19 23:24:40+00,AAPL,143.07,
2022-10-19 23:24:40+00,HD,274.74,
2022-10-19 23:24:35+00,TSLA,210.49,
2022-10-19 23:24:35+00,MSFT,234.99,
2022-10-19 23:24:34+00,MO,44.61,
2022-10-19 23:24:33+00,NFLX,270.55,
2022-10-19 23:24:32+00,AAPL,143.07,
2022-10-19 23:24:26+00,TSLA,210.6,
2022-10-19 23:24:22+00,MS,77.2,
2022-10-19 23:24:21+00,TSLA,210.58,
2022-10-19 23:24:18+00,AAPL,143.08,
2022-10-19 23:24:15+00,HD,274.18,
2022-10-19 23:24:15+00,HD,274.18,
2022-10-19 23:24:12+00,TSLA,210.635,
2022-10-19 23:24:11+00,AAPL,143.09,
2022-10-19 23:24:08+00,AMD,56.81,
2022-10-19 23:24:07+00,AMZN,114.18,
2022-10-19 23:24:06+00,PG,129.56,
2022-10-19 23:24:06+00,TSLA,210.64,
2022-10-19 23:24:04+00,T,15.63,
2022-10-19 23:24:01+00,AAPL,143.065,
